Data properties:
 
Recording date: 9/17/2008
Recording time : 13:50:51:257 (corresponds to time 0)
Study: SD Experiment
Subject: LM
Recording: LMT
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Timestamp	Found	GazepointX	GazepointY
 
19	None	-1600	-1200
39	None	-1600	-1200
59	Both	591	749
79	Both	597	764
98	Both	594	756
118	Both	598	779
138	Both	586	775
158	Both	583	759
178	Both	584	764
198	Both	597	753
218	Both	593	739
238	Both	594	761
258	Both	588	768
278	Both	586	764
298	Both	583	761
318	Both	615	763
338	Both	813	561
358	Both	772	617
378	Both	767	607
398	Both	769	611
417	Both	775	614
437	Both	780	628
457	Both	760	599
477	Both	765	618
497	Both	782	602
517	Both	785	629
537	Both	798	617
557	Both	789	607
577	Both	786	605
597	Both	790	627
617	Both	791	610
637	Both	789	607
657	Both	787	604
677	Both	793	593
697	Both	782	606
717	Both	782	601
736	Both	792	615
756	Both	797	592
776	Both	787	610
796	Both	787	615
816	Both	780	623
836	Both	775	592
856	Both	772	618
876	Both	788	610
896	Both	786	615
916	Both	786	639
936	Both	779	612
956	Both	776	634
976	Both	786	611
996	Both	777	601
1016	Both	781	617
1036	Both	774	622
1055	Both	789	604
1075	Both	786	641
1095	Both	790	617
1115	Both	802	630
1135	Both	788	605
1155	Both	785	625
1175	Both	775	633
1195	Both	780	607
1215	Both	794	618
1235	Both	788	618
1255	Both	781	635
1275	Both	765	624
1295	Both	799	610
1315	Both	802	622
1334	Both	793	592
1354	Both	814	622
1374	Both	783	616
1394	Both	817	612
1414	Both	807	608
1434	Both	800	629
1454	Both	796	608
1474	Both	816	618
1494	Both	798	632
1514	Both	787	620
1534	Both	815	624
1554	Both	787	625
1574	Both	803	628
1594	Both	803	635
1614	Both	808	651
1634	Both	808	669
1653	Both	786	631
1673	Both	794	636
1693	Both	802	634
1713	Both	821	649
1733	LeftOnly	920	966
1753	None	-1600	-1200
1773	None	-1600	-1200
1793	None	-1600	-1200
1813	None	-1600	-1200
1833	None	-1600	-1200
1853	None	-1600	-1200
1873	None	-1600	-1200
1893	Both	768	626
1913	Both	804	535
1933	Both	816	578
1953	Both	822	602
1972	Both	821	584
1992	Both	826	632
2012	Both	818	607
2032	Both	825	599
2052	Both	771	658
2072	Both	803	653
2092	Both	799	631
2112	Both	806	661
2132	Both	800	651
2152	Both	819	662
2172	Both	802	646
2192	Both	872	968
2212	Both	951	1410
2232	Both	926	1702
2252	Both	924	1696
2272	Both	906	1709
2291	Both	912	1713
2311	Both	911	1702
2331	Both	906	1698
2351	Both	913	1702
2371	Both	917	1696
2391	Both	915	1710
2411	Both	915	1710
2431	Both	912	1691
2451	Both	905	1708
2471	Both	918	1713
2491	Both	907	1705
2511	Both	900	1707
2531	Both	912	1716
2551	Both	930	1711
2571	Both	906	1714
2590	Both	915	1718
2610	Both	940	1805
2630	Both	1053	2174
2650	Both	1086	2264
2670	Both	1075	2291
2690	Both	1071	2289
2710	Both	1058	2298
2730	Both	1068	2306
2750	Both	1078	2298
2770	Both	1085	2319
2790	Both	1093	2326
2810	Both	1071	2325
2830	Both	1165	2569
2850	LeftOnly	1381	2909
2870	LeftOnly	1576	2976
2890	None	-1600	-1200
2910	LeftOnly	1779	2886
2929	LeftOnly	1776	2891
2949	None	-1600	-1200
2969	LeftOnly	1799	2952
2989	LeftOnly	1776	2993
3009	LeftOnly	1738	2953
3029	LeftOnly	1847	2952
3049	LeftOnly	1728	2985
3069	LeftOnly	1754	2960
3089	LeftOnly	1898	2729
3109	Both	1967	1946
3129	RightOnly	1802	1874
3149	None	-1600	-1200
3169	None	-1600	-1200
3189	None	-1600	-1200
3209	None	-1600	-1200
3228	None	-1600	-1200
3248	None	-1600	-1200
3268	None	-1600	-1200
3288	None	-1600	-1200
3308	None	-1600	-1200
3328	None	-1600	-1200
3348	None	-1600	-1200
3368	None	-1600	-1200
3388	None	-1600	-1200
3408	None	-1600	-1200
3428	None	-1600	-1200
3448	None	-1600	-1200
3468	None	-1600	-1200
3488	None	-1600	-1200
3508	None	-1600	-1200
3528	None	-1600	-1200
3547	None	-1600	-1200
3567	None	-1600	-1200
3587	None	-1600	-1200
3607	None	-1600	-1200
3627	None	-1600	-1200
3647	None	-1600	-1200
3667	None	-1600	-1200
3687	None	-1600	-1200
3707	None	-1600	-1200
3727	None	-1600	-1200
3747	None	-1600	-1200
3767	None	-1600	-1200
3787	None	-1600	-1200
3807	None	-1600	-1200
3827	None	-1600	-1200
3847	None	-1600	-1200
3866	None	-1600	-1200
3886	None	-1600	-1200
3906	None	-1600	-1200
3926	None	-1600	-1200
3946	None	-1600	-1200
3966	None	-1600	-1200
3986	None	-1600	-1200
4006	None	-1600	-1200
4026	None	-1600	-1200
4046	None	-1600	-1200
4066	None	-1600	-1200
4086	None	-1600	-1200
4106	None	-1600	-1200
4126	None	-1600	-1200
4146	None	-1600	-1200
4166	None	-1600	-1200
4185	None	-1600	-1200
4205	None	-1600	-1200
4225	None	-1600	-1200
4245	None	-1600	-1200
4265	None	-1600	-1200
4285	None	-1600	-1200
4305	None	-1600	-1200
4325	None	-1600	-1200
4345	None	-1600	-1200
4365	None	-1600	-1200
4385	None	-1600	-1200
4405	None	-1600	-1200
4425	None	-1600	-1200
4445	None	-1600	-1200
4465	None	-1600	-1200
4485	None	-1600	-1200
4504	None	-1600	-1200
4524	None	-1600	-1200
4544	None	-1600	-1200
4564	None	-1600	-1200
4584	None	-1600	-1200
4604	None	-1600	-1200
4624	None	-1600	-1200
4644	None	-1600	-1200
4664	None	-1600	-1200
4684	None	-1600	-1200
4704	None	-1600	-1200
4724	None	-1600	-1200
4744	None	-1600	-1200
4764	None	-1600	-1200
4784	None	-1600	-1200
4804	None	-1600	-1200
4823	None	-1600	-1200
4843	None	-1600	-1200
4863	None	-1600	-1200
4883	None	-1600	-1200
4903	None	-1600	-1200
4923	None	-1600	-1200
4943	None	-1600	-1200
4963	None	-1600	-1200
4983	None	-1600	-1200
5003	None	-1600	-1200
5023	None	-1600	-1200
5043	None	-1600	-1200
5063	None	-1600	-1200
5083	None	-1600	-1200
5103	None	-1600	-1200
5123	None	-1600	-1200
5142	None	-1600	-1200
5162	None	-1600	-1200
5182	None	-1600	-1200
5202	None	-1600	-1200
5222	None	-1600	-1200
5242	None	-1600	-1200
5262	None	-1600	-1200
5282	None	-1600	-1200
5302	None	-1600	-1200
5322	None	-1600	-1200
5342	None	-1600	-1200
5362	None	-1600	-1200
5382	None	-1600	-1200
5402	None	-1600	-1200
5422	None	-1600	-1200
5442	None	-1600	-1200
5462	None	-1600	-1200
5481	None	-1600	-1200
5501	None	-1600	-1200
5521	None	-1600	-1200
5541	None	-1600	-1200
5561	None	-1600	-1200
5581	None	-1600	-1200
5601	None	-1600	-1200
5621	None	-1600	-1200
5641	None	-1600	-1200
5661	None	-1600	-1200
5681	None	-1600	-1200
5701	None	-1600	-1200
5721	None	-1600	-1200
5741	None	-1600	-1200
5761	None	-1600	-1200
5780	None	-1600	-1200
5800	None	-1600	-1200
5820	None	-1600	-1200
5840	None	-1600	-1200
5860	None	-1600	-1200
5880	None	-1600	-1200
5900	None	-1600	-1200
5920	None	-1600	-1200
5940	None	-1600	-1200
5960	None	-1600	-1200
5980	None	-1600	-1200
6000	None	-1600	-1200
6020	None	-1600	-1200
6040	None	-1600	-1200
6060	None	-1600	-1200
6080	None	-1600	-1200
6099	None	-1600	-1200
6119	None	-1600	-1200
6139	None	-1600	-1200
6159	None	-1600	-1200
6179	None	-1600	-1200
6199	None	-1600	-1200
6219	None	-1600	-1200
6239	None	-1600	-1200
6259	None	-1600	-1200
6279	None	-1600	-1200
6299	None	-1600	-1200
6319	None	-1600	-1200
6339	None	-1600	-1200
6359	None	-1600	-1200
6379	None	-1600	-1200
6399	None	-1600	-1200
6418	None	-1600	-1200
6438	None	-1600	-1200
6458	None	-1600	-1200
6478	None	-1600	-1200
6498	None	-1600	-1200
6518	None	-1600	-1200
6538	None	-1600	-1200
6558	None	-1600	-1200
6578	None	-1600	-1200
6598	None	-1600	-1200
6618	None	-1600	-1200
6638	None	-1600	-1200
6658	None	-1600	-1200
6678	None	-1600	-1200
6698	None	-1600	-1200
6718	None	-1600	-1200
6737	None	-1600	-1200
6757	None	-1600	-1200
6777	Both	961	1759
6797	Both	944	1807
6817	Both	958	1855
6837	Both	937	1841
6857	Both	935	1849
6877	Both	946	1848
6897	Both	961	1851
6917	Both	931	1847
6937	Both	939	1829
6957	Both	943	1862
6977	Both	939	1856
6997	Both	958	1854
7017	Both	944	1872
7037	Both	934	1846
7056	Both	944	1842
7076	Both	933	1859
7096	Both	938	1845
7116	Both	950	1860
7136	Both	953	1860
7156	Both	929	1856
7176	Both	939	1856
7196	Both	931	1851
7216	Both	927	1891
7236	Both	1045	2443
7256	LeftOnly	1098	2523
7276	LeftOnly	1175	3034
7296	LeftOnly	1304	3100
7316	LeftOnly	1303	3090
7336	None	-1600	-1200
7355	None	-1600	-1200
7375	None	-1600	-1200
7395	None	-1600	-1200
7415	None	-1600	-1200
7435	None	-1600	-1200
7455	None	-1600	-1200
7475	None	-1600	-1200
7495	None	-1600	-1200
7515	None	-1600	-1200
7535	None	-1600	-1200
7555	None	-1600	-1200
7575	None	-1600	-1200
7595	None	-1600	-1200
7615	None	-1600	-1200
7635	None	-1600	-1200
7655	None	-1600	-1200
7675	None	-1600	-1200
7694	None	-1600	-1200
7714	None	-1600	-1200
7734	None	-1600	-1200
7754	None	-1600	-1200
7774	None	-1600	-1200
7794	None	-1600	-1200
7814	None	-1600	-1200
7834	None	-1600	-1200
7854	None	-1600	-1200
7874	None	-1600	-1200
7894	None	-1600	-1200
7914	None	-1600	-1200
7934	None	-1600	-1200
7954	None	-1600	-1200
7974	None	-1600	-1200
7993	None	-1600	-1200
8013	None	-1600	-1200
8033	None	-1600	-1200
8053	None	-1600	-1200
8073	None	-1600	-1200
8093	None	-1600	-1200
8113	None	-1600	-1200
8133	None	-1600	-1200
8153	None	-1600	-1200
8173	None	-1600	-1200
8193	None	-1600	-1200
8213	None	-1600	-1200
8233	None	-1600	-1200
8253	Both	786	637
8273	Both	770	607
8293	Both	780	636
8313	Both	789	642
8332	Both	779	589
8352	Both	790	606
8372	Both	787	614
8392	Both	785	615
8412	Both	790	626
